Project,Station_Name,Station_Number,Latitude,Longitude,Sample_Code,Date,Date_Time,Result_DissNitrateNitrite,Result_DissNitrate,Detection_Condition_DissNitrateNitrite,Detection_Condition_DissNitrate,Reporting_Limit_DissNitrateNitrite,Reporting_Limit_DissNitrate,Units_DissNitrateNitrite,Units_DissNitrate,Method_DissNitrateNitrite,Method_DissNitrate
SWP Routine Monitoring,Lake Oroville South Fork,OR007000,39.5356,-121.3596,OR0423B0043,2023-04-18,2023-04-18T19:10:00Z,NA,NA,Not Detected,Not Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Silverwood Lake - Outlet,SI002000,34.2803,-117.3299,S0423B0117,2023-04-18,2023-04-18T19:40:00Z,0.595,2.48,Detected,Detected,0.05,0.3,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Delta Mendota Canal,DMC06716,37.1329,-121.0407,SL0423B0047,2023-04-18,2023-04-18T20:20:00Z,0.298,1.29,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Gianelli,ON003050,37.066456,-121.07219,SL0423B0040,2023-04-18,2023-04-18T21:45:00Z,1.09,4.57,Detected,Detected,0.05,0.5,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 41,KA030341,34.834,-118.7119,S0423B0110,2023-04-19,2023-04-19T16:00:00Z,0.242,1.01,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 66,KA040341,34.336,-117.3036,S0423B0122,2023-04-19,2023-04-19T18:20:00Z,0.269,1.28,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Devil Canyon 2nd Afterbay,KA041323,34.2031,-117.3403,S0423B0123,2023-04-19,2023-04-19T20:30:00Z,0.625,2.61,Detected,Detected,0.05,0.3,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Castaic Lake - Outlet,CA002000,34.5152,-118.6101,S0523B0132,2023-05-15,2023-05-15T15:30:00Z,0.504,2.13,Detected,Detected,0.05,0.75,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Lake Perris - Outlet,PE002000,33.8397,-117.1763,S0523B0155,2023-05-15,2023-05-15T16:50:00Z,NA,0.12,Not Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Clifton Court Forebay,KA000000,37.8298,-121.5574,D0523B0048,2023-05-15,2023-05-15T17:15:00Z,0.08,0.32,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Castaic Dam Control Bldg.,CAS00000,34.5152,-118.6102,S0523B0133,2023-05-15,2023-05-15T17:30:00Z,1.08,4.68,Detected,Detected,0.05,0.75,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Del Valle Check No. 7,KB001638,37.6547,-121.7419,D0523B0049,2023-05-15,2023-05-15T19:30:00Z,NA,NA,Not Detected,Not Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Del Valle Conservation Outlet,DV000000,37.6183,-121.7494,D0523B0051,2023-05-15,2023-05-15T20:20:00Z,0.514,2.17,Detected,Detected,0.05,0.375,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Silverwood Lake - Outlet,SI002000,34.2803,-117.3299,S0523B0158,2023-05-16,2023-05-16T14:45:00Z,0.226,0.996,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Banks Headworks,KA000331,37.7981,-121.6238,D0523B0047,2023-05-16,2023-05-16T15:35:00Z,0.076,0.289,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Pyramid Lake - Outlet,PY001000,34.6449,-118.767,S0523B0137,2023-05-16,2023-05-16T16:00:00Z,0.246,0.887,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Lake Oroville Dam,OR001000,39.5384,-121.4822,OR0523B0046,2023-05-16,2023-05-16T16:04:00Z,NA,NA,Not Detected,Not Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 21,KA017226,36.0142,-119.9769,SL0523B0051,2023-05-16,2023-05-16T16:40:00Z,0.354,1.61,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Lake Oroville North Fork,OR005000,39.6743,-121.4758,OR0523B0048,2023-05-16,2023-05-16T16:50:00Z,0.083,0.36,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Lake Oroville Middle Fork,OR006000,39.5667,-121.4022,OR0523B0050,2023-05-16,2023-05-16T18:00:00Z,NA,NA,Not Detected,Not Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Teerink Pumping Plant,KA027813,35.0319,-119.0076,SJ0523B0073,2023-05-16,2023-05-16T18:06:00Z,0.28,1.25,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Barker Slough Pumping Plant,KG000000,38.2759,-121.7965,D0523B0050,2023-05-16,2023-05-16T19:00:00Z,NA,NA,Not Detected,Not Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Delta Mendota Canal,DMC06716,37.1329,-121.0407,SL0523B0057,2023-05-16,2023-05-16T19:30:00Z,0.155,0.689,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,O'Neill FB Outlet (Check 13),KA007089,37.0742,-121.0151,SL0523B0056,2023-05-16,2023-05-16T20:40:00Z,0.195,0.859,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Lake Oroville South Fork,OR007000,39.5356,-121.3596,OR0523B0052,2023-05-16,2023-05-16T20:45:00Z,NA,NA,Not Detected,Not Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Pacheco Pumping Plant,SL000000,37.0619,-121.1806,SL0523B0052,2023-05-16,2023-05-16T21:45:00Z,1.1,4.92,Detected,Detected,0.05,0.5,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Gianelli,ON003050,37.066456,-121.07219,SL0523B0050,2023-05-16,2023-05-16T23:10:00Z,0.248,1.12,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Devil Canyon 2nd Afterbay,KA041323,34.2031,-117.3403,S0523B0164,2023-05-17,2023-05-17T15:10:00Z,0.264,1.18,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 41,KA030341,34.834,-118.7119,S0523B0151,2023-05-17,2023-05-17T17:15:00Z,0.341,1.4,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 66,KA040341,34.336,-117.3036,S0523B0163,2023-05-17,2023-05-17T17:45:00Z,0.232,1.01,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Thermalito Afterbay Outlet,TA001000,39.4562,-121.637,OR0523B0054,2023-05-17,2023-05-17T18:04:00Z,0.155,0.661,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 27,KA023173,35.0167,-118.0167,SJ0523B0079,2023-05-24,2023-05-24T16:55:00Z,0.334,1.46,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 29,KA024454,35.232,-119.3299,SJ0523B0082,2023-05-24,2023-05-24T18:15:00Z,0.376,1.66,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Castaic Lake - Outlet,CA002000,34.5152,-118.6101,S0623B0171,2023-06-19,2023-06-19T16:00:00Z,0.52,2.11,Detected,Detected,0.05,0.75,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Lake Perris - Outlet,PE002000,33.8397,-117.1763,S0623B0216,2023-06-19,2023-06-19T16:00:00Z,NA,NA,Not Detected,Not Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Castaic Dam Control Bldg.,CAS00000,34.5152,-118.6102,S0623B0172,2023-06-19,2023-06-19T18:00:00Z,1.13,4.72,Detected,Detected,0.05,0.75,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Clifton Court Forebay,KA000000,37.8298,-121.5574,D0623B0053,2023-06-19,2023-06-19T18:15:00Z,0.137,0.587,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Del Valle Check No. 7,KB001638,37.6547,-121.7419,D0623B0054,2023-06-19,2023-06-19T20:35:00Z,NA,NA,Not Detected,Not Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Banks Headworks,KA000331,37.7981,-121.6238,D0623B0052,2023-06-20,2023-06-20T15:05:00Z,0.136,0.579,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Silverwood Lake - Outlet,SI002000,34.2803,-117.3299,S0623B0204,2023-06-20,2023-06-20T15:20:00Z,0.124,0.524,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Pyramid Lake - Outlet,PY001000,34.6449,-118.767,S0623B0176,2023-06-20,2023-06-20T16:00:00Z,NA,NA,Not Detected,Not Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Pacheco Pumping Plant,SL000000,37.0619,-121.1806,SL0623B0065,2023-06-20,2023-06-20T16:30:00Z,1.11,4.73,Detected,Detected,0.05,0.5,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 21,KA017226,36.0142,-119.9769,SL0623B0063,2023-06-20,2023-06-20T17:35:00Z,0.195,0.86,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Antelope Lake,AN001000,40.1805,-120.6057,OR0623B0055,2023-06-20,2023-06-20T18:00:00Z,NA,NA,Not Detected,Not Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Teerink Pumping Plant,KA027813,35.0319,-119.0076,SJ0623B0240,2023-06-20,2023-06-20T18:14:00Z,0.194,0.845,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,O'Neill FB Outlet (Check 13),KA007089,37.0742,-121.0151,SL0623B0069,2023-06-20,2023-06-20T18:30:00Z,0.158,0.671,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Barker Slough Pumping Plant,KG000000,38.2759,-121.7965,D0623B0055,2023-06-20,2023-06-20T18:50:00Z,NA,NA,Not Detected,Not Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Delta Mendota Canal,DMC06716,37.1329,-121.0407,SL0623B0070,2023-06-20,2023-06-20T20:45:00Z,0.252,1.11,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Gianelli,ON003050,37.066456,-121.07219,SL0623B0064,2023-06-20,2023-06-20T22:00:00Z,1.11,4.72,Detected,Detected,0.05,0.5,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Frenchman Lake,FR001000,39.8944,-120.1925,OR0623B0069,2023-06-20,2023-06-20T22:08:00Z,0.787,3.15,Detected,Detected,0.05,0.3,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Lake Davis,LD001000,39.8857,-120.4789,OR0623B0077,2023-06-21,2023-06-21T15:31:00Z,0.056,NA,Detected,Not Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 41,KA030341,34.834,-118.7119,S0623B0190,2023-06-21,2023-06-21T16:00:00Z,0.158,0.634,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 66,KA040341,34.336,-117.3036,S0623B0217,2023-06-21,2023-06-21T16:40:00Z,0.134,0.522,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Devil Canyon 2nd Afterbay,KA041323,34.2031,-117.3403,S0623B0218,2023-06-21,2023-06-21T18:55:00Z,0.155,0.667,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Thermalito Afterbay Outlet,TA001000,39.4562,-121.637,OR0623B0065,2023-06-21,2023-06-21T21:45:00Z,NA,0.236,Not Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Lake Oroville Dam,OR001000,39.5384,-121.4822,OR0623B0057,2023-06-22,2023-06-22T15:35:00Z,NA,NA,Not Detected,Not Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Lake Oroville North Fork,OR005000,39.6743,-121.4758,OR0623B0059,2023-06-22,2023-06-22T16:24:00Z,NA,NA,Not Detected,Not Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Lake Oroville Middle Fork,OR006000,39.5667,-121.4022,OR0623B0061,2023-06-22,2023-06-22T17:30:00Z,NA,NA,Not Detected,Not Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Lake Oroville South Fork,OR007000,39.5356,-121.3596,OR0623B0063,2023-06-22,2023-06-22T19:22:00Z,NA,NA,Not Detected,Not Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Lake Perris - Outlet,PE002000,33.8397,-117.1763,S0723B0222,2023-07-17,2023-07-17T15:15:00Z,NA,NA,Not Detected,Not Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Castaic Lake - Outlet,CA002000,34.5152,-118.6101,S0723B0235,2023-07-17,2023-07-17T16:00:00Z,0.084,0.353,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Clifton Court Forebay,KA000000,37.8298,-121.5574,D0723B0061,2023-07-17,2023-07-17T16:40:00Z,0.233,1.04,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Castaic Dam Control Bldg.,CAS00000,34.5152,-118.6102,S0723B0236,2023-07-17,2023-07-17T18:30:00Z,1.07,4.67,Detected,Detected,0.05,0.75,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Del Valle Check No. 7,KB001638,37.6547,-121.7419,D0723B0062,2023-07-17,2023-07-17T19:00:00Z,NA,0.11,Not Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Silverwood Lake - Outlet,SI002000,34.2803,-117.3299,S0723B0225,2023-07-18,2023-07-18T14:45:00Z,0.279,1.2,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Banks Headworks,KA000331,37.7981,-121.6238,D0723B0060,2023-07-18,2023-07-18T15:35:00Z,0.157,0.703,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Pyramid Lake - Outlet,PY001000,34.6449,-118.767,S0723B0240,2023-07-18,2023-07-18T16:00:00Z,NA,NA,Not Detected,Not Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Lake Oroville Dam,OR001000,39.5384,-121.4822,OR0723B0079,2023-07-18,2023-07-18T16:30:00Z,NA,NA,Not Detected,Not Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 21,KA017226,36.0142,-119.9769,SL0723B0074,2023-07-18,2023-07-18T17:00:00Z,0.256,1.14,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Lake Oroville North Fork,OR005000,39.6743,-121.4758,OR0723B0081,2023-07-18,2023-07-18T17:30:00Z,NA,NA,Not Detected,Not Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Lake Oroville Middle Fork,OR006000,39.5667,-121.4022,OR0723B0083,2023-07-18,2023-07-18T18:30:00Z,NA,NA,Not Detected,Not Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Barker Slough Pumping Plant,KG000000,38.2759,-121.7965,D0723B0063,2023-07-18,2023-07-18T18:55:00Z,NA,NA,Not Detected,Not Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Teerink Pumping Plant,KA027813,35.0319,-119.0076,SJ0723B0254,2023-07-18,2023-07-18T19:10:00Z,0.333,1.51,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Pacheco Pumping Plant,SL000000,37.0619,-121.1806,SL0723B0075,2023-07-18,2023-07-18T19:45:00Z,1.08,4.65,Detected,Detected,0.05,0.5,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Lake Oroville South Fork,OR007000,39.5356,-121.3596,OR0723B0085,2023-07-18,2023-07-18T19:54:00Z,NA,NA,Not Detected,Not Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Delta Mendota Canal,DMC06716,37.1329,-121.0407,SL0723B0080,2023-07-18,2023-07-18T21:30:00Z,0.382,1.72,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Thermalito Afterbay Outlet,TA001000,39.4562,-121.637,OR0723B0087,2023-07-18,2023-07-18T21:44:00Z,0.059,0.255,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,O'Neill FB Outlet (Check 13),KA007089,37.0742,-121.0151,SL0723B0079,2023-07-18,2023-07-18T22:30:00Z,0.255,1.15,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Gianelli,ON003050,37.066456,-121.07219,SL0723B0073,2023-07-18,2023-07-18T23:15:00Z,0.88,3.79,Detected,Detected,0.05,0.5,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 66,KA040341,34.336,-117.3036,S0723B0230,2023-07-19,2023-07-19T16:50:00Z,0.325,1.4,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 41,KA030341,34.834,-118.7119,S0723B0254,2023-07-19,2023-07-19T17:00:00Z,0.31,1.38,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Devil Canyon 2nd Afterbay,KA041323,34.2031,-117.3403,S0723B0231,2023-07-19,2023-07-19T18:20:00Z,0.292,1.3,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Frenchman Lake,FR001000,39.8944,-120.1925,OR0723B0088,2023-07-26,2023-07-26T14:48:00Z,0.427,1.91,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Clifton Court Forebay,KA000000,37.8298,-121.5574,D0823B0065,2023-08-14,2023-08-14T17:20:00Z,0.369,1.64,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Del Valle Check No. 7,KB001638,37.6547,-121.7419,D0823B0066,2023-08-14,2023-08-14T19:45:00Z,NA,NA,Not Detected,Not Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Teerink Pumping Plant,KA027813,35.0319,-119.0076,SJ0823B0258,2023-08-15,2023-08-15T15:56:00Z,0.197,0.838,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 21,KA017226,36.0142,-119.9769,SL0823B0084,2023-08-15,2023-08-15T16:45:00Z,0.372,1.71,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Banks Headworks,KA000331,37.7981,-121.6238,D0823B0064,2023-08-15,2023-08-15T17:55:00Z,0.152,0.673,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Barker Slough Pumping Plant,KG000000,38.2759,-121.7965,D0823B0067,2023-08-15,2023-08-15T18:15:00Z,NA,0.134,Not Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Pacheco Pumping Plant,SL000000,37.0619,-121.1806,SL0823B0085,2023-08-15,2023-08-15T19:45:00Z,1.05,4.56,Detected,Detected,0.05,0.5,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Delta Mendota Canal,DMC06716,37.1329,-121.0407,SL0823B0090,2023-08-15,2023-08-15T21:00:00Z,0.431,1.98,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,O'Neill FB Outlet (Check 13),KA007089,37.0742,-121.0151,SL0823B0089,2023-08-15,2023-08-15T22:00:00Z,0.192,0.856,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Gianelli,ON003050,37.066456,-121.07219,SL0823B0083,2023-08-15,2023-08-15T23:00:00Z,0.229,1.02,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Lake Oroville Dam,OR001000,39.5384,-121.4822,OR0823B0090,2023-08-16,2023-08-16T15:30:00Z,NA,NA,Not Detected,Not Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Lake Oroville North Fork,OR005000,39.6743,-121.4758,OR0823B0092,2023-08-16,2023-08-16T16:25:00Z,NA,NA,Not Detected,Not Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Lake Oroville Middle Fork,OR006000,39.5667,-121.4022,OR0823B0094,2023-08-16,2023-08-16T17:23:00Z,NA,NA,Not Detected,Not Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Lake Oroville South Fork,OR007000,39.5356,-121.3596,OR0823B0096,2023-08-16,2023-08-16T18:19:00Z,NA,NA,Not Detected,Not Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Thermalito Afterbay Outlet,TA001000,39.4562,-121.637,OR0823B0098,2023-08-16,2023-08-16T19:44:00Z,NA,NA,Not Detected,Not Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Lake Perris - Outlet,PE002000,33.8397,-117.1763,S0823B0296,2023-08-21,2023-08-21T17:35:00Z,NA,NA,Not Detected,Not Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Silverwood Lake - Outlet,SI002000,34.2803,-117.3299,S0823B0297,2023-08-22,2023-08-22T16:05:00Z,0.289,1.25,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Frenchman Lake,FR001000,39.8944,-120.1925,OR0823B0099,2023-08-22,2023-08-22T17:15:00Z,0.079,0.322,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 66,KA040341,34.336,-117.3036,S0823B0298,2023-08-23,2023-08-23T17:20:00Z,0.378,1.66,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Devil Canyon 2nd Afterbay,KA041323,34.2031,-117.3403,S0823B0299,2023-08-23,2023-08-23T19:30:00Z,0.315,1.37,Detected,Detected,0.05,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Castaic Lake - Outlet,CA002000,34.5152,-118.6101,S0823B0303,2023-08-28,2023-08-28T16:00:00Z,0.692,3.02,Detected,Detected,0.05,1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Castaic Dam Control Bldg.,CAS00000,34.5152,-118.6102,S0823B0304,2023-08-28,2023-08-28T18:00:00Z,1.03,4.43,Detected,Detected,0.05,1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
