"sample_code","collection_date","station_number","rpt_limit_field_specific_conductance","rpt_limit_dissolved_nitrate_nitrite","rpt_limit_total_kjeldahl_nitrogen","rpt_limit_dissolved_nitrate","result_field_specific_conductance","result_dissolved_nitrate_nitrite","result_total_kjeldahl_nitrogen","result_dissolved_nitrate","method_field_specific_conductance","method_dissolved_nitrate_nitrite","method_total_kjeldahl_nitrogen","method_dissolved_nitrate","nitrate_as_N","nitrate_RL_as_N","total_nitrogen","tn_vs_no3","difference"
"C1214B1446",2014-12-15,"B9D75891188",NA,0.01,0.1,0.1,NA,2.28,1.6,10.1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",2.34883720930233,0.0232558139534884,3.88,"greater",1.53116279069767
"C1214B1431",2014-12-23,"B9D81281401",NA,0.01,0.1,0.1,NA,0.57,0.7,2.6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.604651162790698,0.0232558139534884,1.27,"greater",0.665348837209302
"C0115B0017",2015-01-06,"B9D81281401",NA,0.01,0.1,0.1,NA,0.47,0.8,2.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.534883720930233,0.0232558139534884,1.27,"greater",0.735116279069768
"C0115B0030",2015-01-06,"B9D74081159",NA,0.01,0.1,0.1,NA,1.77,0.6,9.6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",2.23255813953488,0.0232558139534884,2.37,"greater",0.137441860465116
"C0115B0031",2015-01-06,"B9D74081159",NA,0.01,0.1,0.1,NA,1.92,0.6,9.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",2.18604651162791,0.0232558139534884,2.52,"greater",0.333953488372093
"C0115B0032",2015-01-06,"B9D75891188",NA,0.01,0.1,0.1,NA,1.69,1.6,8.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.93023255813954,0.0232558139534884,3.29,"greater",1.35976744186046
"C0115B0124",2015-01-21,"B9D74081159",NA,0.01,0.1,0.5,NA,1.24,0.5,6.8,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.58139534883721,0.116279069767442,1.74,"greater",0.158604651162791
"C0115B0111",2015-01-21,"B9D81281401",NA,0.01,0.1,0.1,NA,0.64,0.9,2.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.627906976744186,0.0232558139534884,1.54,"greater",0.912093023255814
"C0115B0125",2015-01-21,"B9D75891188",NA,0.01,0.1,0.1,NA,1.57,1.6,6.8,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.58139534883721,0.0232558139534884,3.17,"greater",1.58860465116279
"C0215B0179",2015-02-03,"B9D74081159",NA,0.01,0.1,0.1,NA,1.67,0.7,8,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.86046511627907,0.0232558139534884,2.37,"greater",0.50953488372093
"C0215B0180",2015-02-03,"B9D75891188",NA,0.01,0.1,0.5,NA,1.22,1.3,6.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.46511627906977,0.116279069767442,2.52,"greater",1.05488372093023
"C0215B0159",2015-02-03,"B9C75861385",NA,0.01,0.1,0.5,NA,0.29,0.5,1.6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.372093023255814,0.116279069767442,0.79,"greater",0.417906976744186
"C0215B0166",2015-02-05,"B9D81281401",NA,0.01,0.1,0.1,NA,0.48,0.8,2.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.534883720930233,0.0232558139534884,1.28,"greater",0.745116279069768
"C0215B0238",2015-02-18,"B9D74081159",NA,0.01,0.1,0.5,NA,1.33,0.5,5.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.37209302325581,0.116279069767442,1.83,"greater",0.457906976744186
"C0215B0239",2015-02-18,"B9D75891188",NA,0.01,0.1,0.1,NA,0.92,1.3,5.1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.18604651162791,0.0232558139534884,2.22,"greater",1.03395348837209
"C0315B0285",2015-03-03,"B9D74081159",NA,0.01,0.1,1,NA,1.23,1.3,7.1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.65116279069767,0.232558139534884,2.53,"greater",0.878837209302326
"C0315B0272",2015-03-03,"B9D81281401",NA,0.01,0.1,0.1,NA,0.43,0.8,2.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.511627906976744,0.0232558139534884,1.23,"greater",0.718372093023256
"C0315B0286",2015-03-03,"B9D75891188",NA,0.01,0.1,0.1,NA,0.76,1.1,4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.930232558139535,0.0232558139534884,1.86,"greater",0.929767441860465
"C0315B0329",2015-03-16,"B9D74081159",NA,0.01,0.1,0.1,NA,0.85,0.7,4.6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.06976744186047,0.0232558139534884,1.55,"greater",0.480232558139535
"C0315B0330",2015-03-16,"B9D75891188",NA,0.01,0.1,0.1,NA,0.63,1,3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.697674418604651,0.0232558139534884,1.63,"greater",0.932325581395349
"C0315B0316",2015-03-16,"B9D81281401",NA,0.01,0.1,0.1,NA,0.33,0.6,2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.465116279069767,0.0232558139534884,0.93,"greater",0.464883720930233
"C0415B0405",2015-04-07,"B9D74081159",NA,0.01,0.1,0.1,NA,0.21,0.7,1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.232558139534884,0.0232558139534884,0.91,"greater",0.677441860465116
"C0415B0406",2015-04-07,"B9D75891188",NA,0.01,0.1,0.1,NA,0.18,1.3,0.8,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.186046511627907,0.0232558139534884,1.48,"greater",1.29395348837209
"C0415B0380",2015-04-09,"B9D81281401",NA,0.01,0.1,0.1,NA,0.36,0.7,1.8,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.418604651162791,0.0232558139534884,1.06,"greater",0.641395348837209
"C0415B0442",2015-04-20,"B9D74081159",NA,0.01,0.1,0.1,NA,0.34,0.3,2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.465116279069767,0.0232558139534884,0.64,"greater",0.174883720930233
"C0415B0429",2015-04-20,"B9D81281401",NA,0.01,0.1,0.1,NA,0.47,0.6,2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.465116279069767,0.0232558139534884,1.07,"greater",0.604883720930232
"C0415B0443",2015-04-20,"B9D75891188",NA,0.01,0.1,0.1,NA,0.15,1.5,0.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.162790697674419,0.0232558139534884,1.65,"greater",1.48720930232558
"C0515B0522",2015-05-05,"B9D74081159",NA,0.01,0.1,0.1,NA,0.56,0.3,3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.697674418604651,0.0232558139534884,0.86,"greater",0.162325581395349
"C0515B0500",2015-05-05,"B9D81281401",NA,0.01,0.1,0.1,NA,0.38,0.6,1.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.441860465116279,0.0232558139534884,0.98,"greater",0.538139534883721
"C0515B0532",2015-05-18,"B9D81281401",NA,0.01,0.1,0.1,NA,0.47,0.8,1.8,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.418604651162791,0.0232558139534884,1.27,"greater",0.851395348837209
"C0515B0569",2015-05-18,"B9D74081159",NA,0.01,0.1,0.1,NA,0.53,0.6,2.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.627906976744186,0.0232558139534884,1.13,"greater",0.502093023255814
"C0515B0570",2015-05-18,"B9D75891188",NA,0.01,0.1,0.1,NA,0.12,1.4,0.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0697674418604651,0.0232558139534884,1.52,"greater",1.45023255813953
"C0615B0628",2015-06-02,"B9D81281401",NA,0.01,0.1,0.1,NA,0.39,0.6,2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.465116279069767,0.0232558139534884,0.99,"greater",0.524883720930233
"C0615B0641",2015-06-02,"B9D74081159",NA,0.01,0.1,0.1,NA,0.23,1.3,1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.232558139534884,0.0232558139534884,1.53,"greater",1.29744186046512
"C0615B0642",2015-06-02,"B9D75891188",NA,0.01,0.1,0.1,NA,0.06,0.8,0.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0465116279069768,0.0232558139534884,0.86,"greater",0.813488372093023
"C0615B0683",2015-06-15,"B9D74081159",NA,0.01,0.1,0.1,NA,0.37,1.3,2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.465116279069767,0.0232558139534884,1.67,"greater",1.20488372093023
"C0615B0658",2015-06-15,"B9D81281401",NA,0.01,0.1,0.1,NA,0.4,0.5,2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.465116279069767,0.0232558139534884,0.9,"greater",0.434883720930233
"C0615B0684",2015-06-15,"B9D75891188",NA,0.01,0.1,0.1,NA,0.03,0.8,0.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.116279069767442,0.0232558139534884,0.83,"greater",0.713720930232558
"C0715B0751",2015-07-07,"B9D74081159",NA,0.01,0.1,0.1,NA,1.11,0.6,5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.16279069767442,0.0232558139534884,1.71,"greater",0.547209302325581
"C0715B0738",2015-07-07,"B9D81281401",NA,0.01,0.1,0.1,NA,0.41,0.5,1.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.395348837209302,0.0232558139534884,0.91,"greater",0.514651162790698
"C0715B0795",2015-07-20,"B9D74081159",NA,0.01,0.1,0.1,NA,0.96,0.4,4.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1,0.0232558139534884,1.36,"greater",0.36
"C0715B0770",2015-07-20,"B9D81281401",NA,0.01,0.1,0.1,NA,0.33,0.4,1.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.325581395348837,0.0232558139534884,0.73,"greater",0.404418604651163
"C0815B0852",2015-08-04,"B9D74081159",NA,0.01,0.1,0.1,NA,0.39,0.3,2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.465116279069767,0.0232558139534884,0.69,"greater",0.224883720930233
"C0815B0839",2015-08-06,"B9D81281401",NA,0.01,0.1,0.1,NA,0.26,0.5,1.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.302325581395349,0.0232558139534884,0.76,"greater",0.457674418604651
"C0815B0880",2015-08-17,"B9D74081159",NA,0.01,0.1,0.1,NA,0.67,0.3,3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.697674418604651,0.0232558139534884,0.97,"greater",0.272325581395349
"C0815B0867",2015-08-17,"B9D81281401",NA,0.01,0.1,0.1,NA,0.3,0.5,1.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.302325581395349,0.0232558139534884,0.8,"greater",0.497674418604651
"C0915B0957",2015-09-09,"B9D74081159",NA,0.01,0.1,0.1,NA,0.4,0.4,2.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.511627906976744,0.0232558139534884,0.8,"greater",0.288372093023256
"C0915B0944",2015-09-10,"B9D81281401",NA,0.01,0.1,0.1,NA,0.22,0.3,0.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.209302325581395,0.0232558139534884,0.52,"greater",0.310697674418605
"C0915B0972",2015-09-21,"B9D81281401",NA,0.01,0.1,0.1,NA,0.19,0.4,1.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.325581395348837,0.0232558139534884,0.59,"greater",0.264418604651163
"C0915B0985",2015-09-21,"B9D74081159",NA,0.01,0.1,0.1,NA,0.46,0.3,3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.697674418604651,0.0232558139534884,0.76,"greater",0.0623255813953488
"C1015B1080",2015-10-06,"B9D81281401",NA,0.01,0.1,0.1,NA,0.35,0.2,1.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.348837209302326,0.0232558139534884,0.55,"greater",0.201162790697674
"C1015B1093",2015-10-06,"B9D74081159",NA,0.01,0.1,0.1,NA,0.49,0.3,2.6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.604651162790698,0.0232558139534884,0.79,"greater",0.185348837209302
"C1015B1112",2015-10-20,"B9D81281401",NA,0.01,0.1,0.1,NA,0.43,0.4,2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.465116279069767,0.0232558139534884,0.83,"greater",0.364883720930233
"C1015B1125",2015-10-21,"B9D74081159",NA,0.01,0.1,0.1,NA,0.46,0.3,2.1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.488372093023256,0.0232558139534884,0.76,"greater",0.271627906976744
"C1115B1218",2015-11-03,"B9D74081159",NA,0.01,0.1,0.1,NA,0.26,0.3,1.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.27906976744186,0.0232558139534884,0.56,"greater",0.28093023255814
"C1115B1219",2015-11-03,"B9D75891188",NA,0.01,0.1,0.1,NA,0.14,1,0.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.162790697674419,0.0232558139534884,1.14,"greater",0.977209302325582
"C1115B1279",2015-11-18,"B9D74081159",NA,0.01,0.1,0.1,NA,0.67,0.3,3.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.790697674418605,0.0232558139534884,0.97,"greater",0.179302325581395
"C1115B1237",2015-11-18,"B9D81281401",NA,0.01,0.1,0.1,NA,0.49,0.6,3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.697674418604651,0.0232558139534884,1.09,"greater",0.392325581395349
"C1215B1353",2015-12-07,"B9D74081159",NA,0.01,0.1,0.1,NA,0.73,0.4,4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.930232558139535,0.0232558139534884,1.13,"greater",0.199767441860465
"C1215B1369",2015-12-08,"B9D81281401",NA,0.01,0.1,0.1,NA,0.49,0.8,2.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.581395348837209,0.0232558139534884,1.29,"greater",0.708604651162791
"C1215B1422",2015-12-21,"B9D81281401",NA,0.01,0.1,0.1,NA,0.53,0.8,2.8,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.651162790697674,0.0232558139534884,1.33,"greater",0.678837209302326
"C1215B1411",2015-12-22,"B9D74081159",NA,0.01,0.1,0.1,NA,0.8,0.5,4.1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.953488372093023,0.0232558139534884,1.3,"greater",0.346511627906977
"C1215B1412",2015-12-22,"B9D75891188",NA,0.01,0.1,0.1,NA,0.1,0.6,0.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.116279069767442,0.0232558139534884,0.7,"greater",0.583720930232558
"C0116B0011",2016-01-04,"B9C75861385",NA,0.01,0.1,0.1,NA,0.13,0.3,0.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.162790697674419,0.0232558139534884,0.43,"greater",0.267209302325581
"C0116B0018",2016-01-05,"B9D81281401",NA,0.01,0.1,0.1,NA,0.44,0.7,3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.697674418604651,0.0232558139534884,1.14,"greater",0.442325581395349
"C0116B0060",2016-01-05,"B9D74081159",NA,0.01,0.1,0.1,NA,1.03,0.5,5.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.23255813953488,0.0232558139534884,1.53,"greater",0.297441860465116
"C0116B0061",2016-01-05,"B9D75891188",NA,0.01,0.1,0.1,NA,0.27,0.9,1.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.27906976744186,0.0232558139534884,1.17,"greater",0.890930232558139
"C0116B0031",2016-01-19,"B9D74081159",NA,0.01,0.1,0.1,NA,0.9,1,5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.16279069767442,0.0232558139534884,1.9,"greater",0.737209302325581
"C0116B0032",2016-01-19,"B9D75891188",NA,0.01,0.1,0.1,NA,0.77,1.5,4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.930232558139535,0.0232558139534884,2.27,"greater",1.33976744186047
"C0116B0047",2016-01-21,"B9D81281401",NA,0.01,0.1,0.1,NA,0.65,0.8,3.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.767441860465116,0.0232558139534884,1.45,"greater",0.682558139534884
"C0216B0183",2016-02-02,"B9D81281401",NA,0.01,0.1,0.1,NA,0.42,0.4,2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.465116279069767,0.0232558139534884,0.82,"greater",0.354883720930233
"C0216B0196",2016-02-03,"B9D74081159",NA,0.01,0.1,0.1,NA,1.38,1.2,6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.3953488372093,0.0232558139534884,2.58,"greater",1.1846511627907
"C0216B0154",2016-02-03,"B9C75861385",NA,0.01,0.1,0.1,NA,1.05,0.7,5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.16279069767442,0.0232558139534884,1.75,"greater",0.587209302325581
"C0216B0197",2016-02-03,"B9D75891188",NA,0.01,0.1,0.1,NA,1.33,1.6,6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.3953488372093,0.0232558139534884,2.93,"greater",1.5346511627907
"C0216B0217",2016-02-16,"B9D74081159",NA,0.01,0.1,0.1,NA,0.83,0.9,4.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1,0.0232558139534884,1.73,"greater",0.73
"C0216B0204",2016-02-16,"B9D81281401",NA,0.01,0.1,0.1,NA,0.35,0.7,2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.465116279069767,0.0232558139534884,1.05,"greater",0.584883720930232
"C0216B0218",2016-02-16,"B9D75891188",NA,0.01,0.1,0.1,NA,0.81,1.3,4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.930232558139535,0.0232558139534884,2.11,"greater",1.17976744186047
"C0316B0329",2016-03-08,"B9D81281401",NA,0.01,0.1,0.1,NA,0.36,0.9,2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.465116279069767,0.0232558139534884,1.26,"greater",0.794883720930233
"C0316B0342",2016-03-09,"B9D74081159",NA,0.01,0.1,0.1,NA,0.84,1.6,4.6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.06976744186047,0.0232558139534884,2.44,"greater",1.37023255813953
"C0316B0343",2016-03-09,"B9D75891188",NA,0.01,0.1,0.1,NA,0.58,1.6,3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.697674418604651,0.0232558139534884,2.18,"greater",1.48232558139535
"C0316B0351",2016-03-10,"B9C75861385",NA,0.01,0.1,0.1,NA,0.54,0.7,3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.697674418604651,0.0232558139534884,1.24,"greater",0.542325581395349
"C0316B0364",2016-03-21,"B9D75891188",NA,0.01,0.1,0.1,NA,0.45,1.1,3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.697674418604651,0.0232558139534884,1.55,"greater",0.852325581395349
"C0316B0363",2016-03-21,"B9D74081159",NA,0.01,0.1,0.1,NA,0.78,1.7,4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.930232558139535,0.0232558139534884,2.48,"greater",1.54976744186047
"C0316B0376",2016-03-22,"B9D81281401",NA,0.01,0.1,0.1,NA,0.14,0.5,0.8,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.186046511627907,0.0232558139534884,0.64,"greater",0.453953488372093
"C0416B0430",2016-04-05,"B9D81281401",NA,0.01,0.1,0.1,NA,0.17,0.9,0.8,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.186046511627907,0.0232558139534884,1.07,"greater",0.883953488372093
"C0416B0447",2016-04-06,"B9D74081159",NA,0.01,0.1,0.1,NA,0.39,1.2,2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.465116279069767,0.0232558139534884,1.59,"greater",1.12488372093023
"C0416B0448",2016-04-06,"B9D75891188",NA,0.01,0.1,0.1,NA,0.05,1.3,0.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0697674418604651,0.0232558139534884,1.35,"greater",1.28023255813954
"C0416B0456",2016-04-07,"B9C75861385",NA,0.01,0.1,0.1,NA,0.28,0.6,2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.465116279069767,0.0232558139534884,0.88,"greater",0.414883720930233
"C0416B0469",2016-04-18,"B9D74081159",NA,0.01,0.1,0.1,NA,0.39,0.8,2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.465116279069767,0.0232558139534884,1.19,"greater",0.724883720930233
