"long_station_name","short_station_name","station_number","sample_code","collection_date","analyte","result","rpt_limit","units","method","sample_type","description","notes"
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR1114B0025",2014-11-19,"Dissolved Nitrate","0.2",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR1114B0025",2014-11-19,"Dissolved Nitrate + Nitrite","0.04",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR1114B0026",2014-11-19,"Dissolved Nitrate + Nitrite","0.04",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR1214B0027",2014-12-18,"Dissolved Nitrate","0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR1214B0027",2014-12-18,"Dissolved Nitrate + Nitrite","0.03",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0115B0001",2015-01-21,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0115B0001",2015-01-21,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0215B0002",2015-02-18,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0215B0002",2015-02-18,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0315B0003",2015-03-18,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0315B0003",2015-03-18,"Dissolved Nitrate + Nitrite","0.02",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0415B0004",2015-04-15,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0415B0004",2015-04-15,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0415B0005",2015-04-15,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0415B0005",2015-04-15,"Dissolved Nitrate + Nitrite","0.02",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0515B0006",2015-05-20,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0515B0006",2015-05-20,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0515B0007",2015-05-20,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0515B0007",2015-05-20,"Dissolved Nitrate + Nitrite","0.02",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0615B0009",2015-06-17,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0615B0009",2015-06-17,"Dissolved Nitrate + Nitrite","0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0615B0008",2015-06-17,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0615B0008",2015-06-17,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0715B0010",2015-07-22,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0715B0010",2015-07-22,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0715B0011",2015-07-22,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0715B0011",2015-07-22,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0815B0012",2015-08-12,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0815B0012",2015-08-12,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0815B0013",2015-08-12,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0815B0013",2015-08-12,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0915B0014",2015-09-09,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0915B0014",2015-09-09,"Dissolved Nitrate + Nitrite","0.02",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0915B0015",2015-09-09,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0915B0015",2015-09-09,"Dissolved Nitrate + Nitrite","0.02",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR1015B0018",2015-10-28,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR1015B0018",2015-10-28,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR1015B0019",2015-10-28,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR1015B0019",2015-10-28,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR1115B0023",2015-11-20,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR1115B0023",2015-11-20,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR1115B0024",2015-11-20,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR1115B0024",2015-11-20,"Dissolved Nitrate + Nitrite","0.02",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR1215B0025",2015-12-15,"Dissolved Nitrate","0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR1215B0025",2015-12-15,"Dissolved Nitrate + Nitrite","0.02",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0116B0001",2016-01-20,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0116B0001",2016-01-20,"Dissolved Nitrate + Nitrite","0.05",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0216B0003",2016-02-17,"Dissolved Nitrate","0.2",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0216B0003",2016-02-17,"Dissolved Nitrate + Nitrite","0.04",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0316B0004",2016-03-16,"Dissolved Nitrate","0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0316B0004",2016-03-16,"Dissolved Nitrate + Nitrite","0.06",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0416B0005",2016-04-20,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0416B0005",2016-04-20,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0416B0006",2016-04-20,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0416B0006",2016-04-20,"Dissolved Nitrate + Nitrite","0.02",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK DAVIS A STA 1 NR DM           ","Lake Davis","LD001000","OR0516B0014",2016-05-03,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK DAVIS A STA 1 NR DM           ","Lake Davis","LD001000","OR0516B0014",2016-05-03,"Dissolved Nitrate + Nitrite","0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"FRENCHMAN LK NR DM               ","Frenchman Lk","FR001000","OR0516B0013",2016-05-03,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"FRENCHMAN LK NR DM               ","Frenchman Lk","FR001000","OR0516B0013",2016-05-03,"Dissolved Nitrate + Nitrite","0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"ANTELOPE LK NR DM                ","Antelope","AN001000","OR0516B0012",2016-05-04,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"ANTELOPE LK NR DM                ","Antelope","AN001000","OR0516B0012",2016-05-04,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0516B0017",2016-05-18,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0516B0017",2016-05-18,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0516B0018",2016-05-18,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0516B0018",2016-05-18,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0616B0019",2016-06-15,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0616B0019",2016-06-15,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0616B0020",2016-06-15,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0616B0020",2016-06-15,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0716B0022",2016-07-19,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0716B0022",2016-07-19,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0716B0021",2016-07-19,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0716B0021",2016-07-19,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0816B0024",2016-08-15,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0816B0024",2016-08-15,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0816B0023",2016-08-15,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0816B0023",2016-08-15,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0916B0026",2016-09-20,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0916B0026",2016-09-20,"Dissolved Nitrate + Nitrite","0.02",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0916B0025",2016-09-20,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0916B0025",2016-09-20,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR1016B0028",2016-10-20,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR1016B0028",2016-10-20,"Dissolved Nitrate + Nitrite","0.02",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR1016B0027",2016-10-20,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR1016B0027",2016-10-20,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR1116B0029",2016-11-17,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR1116B0030",2016-11-17,"Dissolved Nitrate","0.2",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR1116B0029",2016-11-17,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR1116B0030",2016-11-17,"Dissolved Nitrate + Nitrite","0.04",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR1216B0031",2016-12-14,"Dissolved Nitrate","0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR1216B0031",2016-12-14,"Dissolved Nitrate + Nitrite","0.02",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0117B0001",2017-01-11,"Dissolved Nitrate","0.3",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0117B0001",2017-01-11,"Dissolved Nitrate + Nitrite","0.07",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0217B0024",2017-02-23,"Dissolved Nitrate","0.2",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0217B0024",2017-02-23,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0317B0025",2017-03-14,"Dissolved Nitrate","0.2",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0317B0025",2017-03-14,"Dissolved Nitrate + Nitrite","0.04",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"ANTELOPE LK NR DM                ","Antelope","AN001000","OR0417B0026",2017-04-12,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"ANTELOPE LK NR DM                ","Antelope","AN001000","OR0417B0026",2017-04-12,"Dissolved Nitrate + Nitrite","0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK DAVIS A STA 1 NR DM           ","Lake Davis","LD001000","OR0417B0028",2017-04-12,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK DAVIS A STA 1 NR DM           ","Lake Davis","LD001000","OR0417B0028",2017-04-12,"Dissolved Nitrate + Nitrite","0.07",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"FRENCHMAN LK NR DM               ","Frenchman Lk","FR001000","OR0417B0027",2017-04-12,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"FRENCHMAN LK NR DM               ","Frenchman Lk","FR001000","OR0417B0027",2017-04-12,"Dissolved Nitrate + Nitrite","0.08",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0417B0038",2017-04-19,"Dissolved Nitrate","0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0417B0038",2017-04-19,"Dissolved Nitrate + Nitrite","0.03",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0417B0037",2017-04-19,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0417B0037",2017-04-19,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK DAVIS A STA 1 NR DM           ","Lake Davis","LD001000","OR0517B0048",2017-05-09,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK DAVIS A STA 1 NR DM           ","Lake Davis","LD001000","OR0517B0048",2017-05-09,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0517B0052",2017-05-17,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0517B0052",2017-05-17,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0517B0051",2017-05-17,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
